data,tor,dystans,kat.,jeździec,waga,trener,mc,wygrana
 27.06.2015,Warszawa,1200 m,III, dż. W. Szymczuk,59,M. Janikowski,2 / 7,2 800 zł
 30.05.2015,Warszawa,1000 m,III, dż. W. Szymczuk,59,M. Janikowski,3 / 8,1 400 zł
 17.05.2015,Warszawa,1300 m,III, dż. W. Szymczuk,59,M. Janikowski,6 / 9,0 zł
 26.04.2015,Warszawa,1600 m,III, dż. W. Szymczuk,59,M. Janikowski,6 / 6,0 zł
 13.08.2017,Wrocław,3600 m,steeple, dż. T. Boyer,65,T. Dębowski,6 / 6,0 zł
 21.05.2017,Wrocław,3600 m,płoty, dż. T. Boyer,64,T. Dębowski,6 / 9,0 zł
 30.04.2017,Wrocław,3400 m,steeple, pr. dż. A. Chopyk,65,T. Dębowski,9 / 13,0 zł
 22.05.2016,Wrocław,4200 m,steeple, st. u. L. Sloup ,66,W. Kryszyłowicz,0 / 13,0 zł
 24.04.2016,Wrocław,3800 m,steeple, u. A. Čmiel,64½,W. Kryszyłowicz,0 / 8,0 zł
 18.10.2015,Wrocław,4000 m,steeple, st. u. P. Pałczyński,65,W. Kryszyłowicz,2 / 10,16 000 zł
 20.09.2015,Wrocław,3800 m,steeple, u. P. Pałczyński,64,W. Kryszyłowicz,6 / 8,0 zł
 05.09.2015,Wrocław,1600 m,IV, u. R. Kułaga,54,W. Kryszyłowicz,5 / 6,680 zł
 09.08.2015,Wrocław,3400 m,płoty, st. u. A. Chopyk,62,W. Kryszyłowicz,5 / 9,1 200 zł
 19.07.2015,Sopot,2800 m,płoty, u. P. Pałczyński,65,W. Kryszyłowicz,3 / 7,1 600 zł
 28.06.2015,Wrocław,2200 m,III, u. R. Kułaga,54,W. Kryszyłowicz,3 / 8,1 680 zł
 17.05.2015,Wrocław,2800 m,płoty, u. A. Čmiel,64,W. Kryszyłowicz,5 / 7,1 200 zł
 26.04.2015,Wrocław,1600 m,III, dż. J. Fornal-Laskosz,58,W. Kryszyłowicz,5 / 10,840 zł
 10.11.2014,Warszawa,1600 m,II, dż. S. Wasiutow,59,A. Wyrzyk,6 / 9,0 zł
 19.10.2014,Warszawa,1600 m,II, st. u. J. Wyrzyk,56½,A. Wyrzyk,4 / 8,860 zł
 28.09.2014,Warszawa,1800 m,II, k. dż. S. Mura,58,A. Wyrzyk,7 / 9,0 zł
 06.09.2014,Warszawa,2000 m,II, dż. S. Mazur,55,A. Wyrzyk,3 / 6,1 720 zł
 02.08.2014,Warszawa,2000 m,L A, k. dż. S. Mura,54,A. Wyrzyk,5 / 5,1 900 zł
 15.06.2014,Warszawa,2000 m,III, dż. S. Mazur,58,A. Wyrzyk,1 / 6,6 600 zł
 24.05.2014,Warszawa,1600 m,III, u. I. Wójcik,61,A. Wyrzyk,2 / 12,2 640 zł
 04.05.2014,Warszawa,1600 m,III, dż. S. Mazur,59,A. Wyrzyk,3 / 7,1 320 zł
 16.11.2013,Warszawa,1400 m,II, dż. S. Mazur,57,A. Wyrzyk,1 / 6,9 500 zł
 27.10.2013,Warszawa,1200 m,II, dż. S. Mazur,57,A. Wyrzyk,4 / 7,950 zł
 21.09.2013,Warszawa,1000 m,II, dż. S. Mazur,57,A. Wyrzyk,4 / 7,950 zł
 27.07.2013,Warszawa,1200 m,, k. dż. S. Mazur,55,A. Wyrzyk,5 / 5,1 175 zł
 21.10.2017,Warszawa,1200 m,IV, st. u. A. Gil,43,M. Boruta,0 / 10,0 zł
 30.09.2017,Warszawa,1800 m,IV, st. u. P. Stepakin,54,M. Boruta,11 / 13,0 zł
 17.09.2017,Warszawa,1400 m,IV, dż. M. Abik ,58,M. Boruta,8 / 10,0 zł
 27.11.2016,Warszawa,1000 m,II, dż. M. Abik ,58,M. Boruta,14 / 14,0 zł
 08.10.2016,Warszawa,1400 m,II, dż. D. Petryakov,56,M. Boruta,8 / 9,0 zł
 01.10.2016,Warszawa,1200 m,II, dż. D. Petryakov,57,M. Boruta,13 / 14,0 zł
 18.09.2016,Warszawa,1300 m,II, dż. P. Krowicki,56,M. Boruta,8 / 10,0 zł
 18.06.2017,Warszawa,2000 m,III, dż. M. Březina,59,M. Janikowski,9 / 9,0 zł
 20.05.2017,Warszawa,2000 m,III, dż. P. Krowicki,58,M. Janikowski,10 / 11,0 zł
 29.04.2017,Warszawa,2000 m,III, dż. P. Krowicki,60½,M. Janikowski,8 / 11,0 zł
 08.10.2016,Warszawa,1400 m,II, dż. P. Krowicki,57,M. Janikowski,9 / 9,0 zł
 11.09.2016,Warszawa,1400 m,II, dż. P. Krowicki,57,M. Janikowski,3 / 8,1 800 zł
 27.08.2016,Warszawa,1400 m,II, dż. P. Krowicki,57,M. Janikowski,3 / 7,1 800 zł
 27.05.2017,Warszawa,1300 m,III, st. u. Y. Hamad,59,K. Rogowski,7 / 8,0 zł
 07.05.2017,Warszawa,1200 m,III, dż. A. Kabardov,54,K. Rogowski,7 / 7,0 zł
 23.04.2017,Warszawa,1800 m,III, st. u. Y. Hamad,59,K. Rogowski,7 / 8,0 zł
 25.09.2016,Warszawa,1000 m,II, dż. M. Abik ,57,K. Rogowski,5 / 9,450 zł
 04.09.2016,Warszawa,1300 m,II, dż. A. Turgaev,57,K. Rogowski,8 / 10,0 zł
 06.08.2016,Warszawa,1200 m,II, dż. A. Kabardov,57,K. Rogowski,6 / 7,0 zł
 04.11.2017,Warszawa,1600 m,III, st. u. P. Stepakin,54,K. Rogowski,7 / 7,0 zł
 23.07.2017,Sopot,1400 m,III, st. u. Y. Hamad,55,K. Rogowski,7 / 7,0 zł
 18.06.2017,Warszawa,1600 m,III, st. u. Y. Hamad,57,K. Rogowski,8 / 8,0 zł
 12.08.2017,Warszawa,1800 m,IV, dż. A. Kabardov,57,M. Romanowski,14 / 14,0 zł
 30.07.2017,Warszawa,1600 m,IV, dż. A. Kabardov,59,M. Romanowski,9 / 13,0 zł
 18.06.2017,Warszawa,1600 m,III, dż. M. Abik ,59,M. Romanowski,7 / 9,0 zł
 11.06.2017,Wrocław,4000 m,steeple, st. u. J. Derych,65,A. Škrášková,6 / 10,0 zł
 21.05.2017,Wrocław,3600 m,steeple, u. A. Čmiel,66,A. Škrášková,7 / 10,0 zł
 30.04.2017,Wrocław,3400 m,steeple, u. A. Čmiel,66,A. Škrášková,10 / 13,0 zł
 04.09.2016,Wrocław,3800 m,steeple, u. M. Miksovsky ,64½,A. Škrášková,0 / 7,0 zł
 07.08.2016,Wrocław,3600 m,steeple, u. M. Miksovsky ,64½,A. Škrášková,3 / 8,2 600 zł
 19.06.2016,Wrocław,3600 m,steeple, u. M. Miksovsky ,63,A. Škrášková,3 / 7,2 600 zł
 24.04.2016,Wrocław,3400 m,steeple, u. A. Čmiel,64,A. Škrášková,0 / 10,0 zł
 18.06.2017,Wrocław,1600 m,III, u. R. Kułaga,55½,J. Domańska,7 / 9,0 zł
 04.06.2017,Wrocław,1907 m,III, dż. A. Reznikov,58,J. Domańska,7 / 8,0 zł
 30.04.2017,Wrocław,1907 m,III, pr. dż. K. Kamińska,56,J. Domańska,8 / 9,0 zł
 16.10.2016,Wrocław,1907 m,IV, dż. A. Kabardov,60,J. Domańska,7 / 9,0 zł
 25.09.2016,Wrocław,2200 m,III, dż. D. Andres,59,J. Domańska,11 / 12,0 zł
 04.09.2016,Wrocław,1400 m,III, u. R. Kułaga,56,J. Domańska,5 / 7,1 000 zł
 24.07.2016,Warszawa,1600 m,IV, dż. M. Březina,60,J. Domańska,6 / 10,0 zł
 12.06.2016,Warszawa,1600 m,II, dż. S. Mazur,58,J. Domańska,8 / 11,0 zł
 21.05.2016,Warszawa,1600 m,III, dż. T. Lukašek,58,J. Domańska,1 / 7,7 000 zł
 27.08.2017,Warszawa,1000 m,IV, dż. A. Kabardov,58,M. Janikowski,6 / 6,0 zł
 13.08.2017,Warszawa,1200 m,IV, dż. M. Březina,59,M. Janikowski,8 / 9,0 zł
 30.07.2017,Warszawa,1600 m,IV, dż. W. Szymczuk,57,M. Janikowski,13 / 13,0 zł
 17.11.2018,Warszawa,1300 m,IV, dż. A. Kabardov,63,M. Janikowski,6 / 12,0 zł
 03.11.2018,Warszawa,1600 m,III, dż. A. Kabardov,59,M. Janikowski,3 / 7,1 400 zł
 14.10.2018,Warszawa,1400 m,III, dż. A. Kabardov,58,M. Janikowski,6 / 7,0 zł
 22.09.2018,Warszawa,1600 m,IV, dż. A. Kabardov,59,M. Janikowski,4 / 9,600 zł
 08.09.2018,Warszawa,1600 m,III, dż. A. Kabardov,55,M. Janikowski,1 / 8,7 000 zł
 25.08.2018,Warszawa,1600 m,IV, dż. A. Kabardov,59,M. Janikowski,2 / 8,2 400 zł
 11.08.2018,Warszawa,1800 m,IV, dż. A. Kabardov,57½,M. Janikowski,2 / 9,2 400 zł
 08.07.2018,Warszawa,1600 m,IV, dż. A. Kabardov,55,M. Janikowski,2 / 6,2 400 zł
 10.06.2018,Warszawa,1200 m,III, dż. A. Kabardov,53,M. Janikowski,3 / 7,1 400 zł
 20.05.2018,Warszawa,1600 m,III, dż. A. Kabardov,57,M. Janikowski,5 / 6,350 zł
 29.04.2018,Warszawa,1300 m,III, dż. A. Kabardov,58,M. Janikowski,6 / 7,0 zł
 11.11.2017,Warszawa,1200 m,II, dż. A. Kabardov,56,M. Janikowski,6 / 8,0 zł
 21.10.2017,Warszawa,1300 m,II, dż. A. Kabardov,57,M. Janikowski,6 / 10,0 zł
 30.09.2017,Warszawa,1200 m,II, dż. A. Kabardov,57,M. Janikowski,9 / 13,0 zł
 11.11.2017,Warszawa,1200 m,II, dż. W. Szymczuk,57,M. Kacprzyk,0 / 8,0 zł
 29.10.2017,Warszawa,1200 m,II, dż. W. Szymczuk,57,M. Kacprzyk,0 / 6,0 zł
 08.10.2017,Warszawa,1200 m,II, dż. W. Szymczuk,57,M. Kacprzyk,9 / 9,0 zł
 16.06.2021,Wrocław,4000 m,płoty, k. dż. R. Benš,67,S. W. Chaboski,6 / 12,0 zł
 26.05.2021,Wrocław,3600 m,płoty, k. dż. R. Benš,67,S. W. Chaboski,1 / 8,8 000 zł
 03.05.2021,Wrocław,3200 m,II, st. u. E. Turganaaly Uulu,58,S. W. Chaboski,10 / 11,0 zł
 13.10.2019,Warszawa,1800 m,IV, k. dż. I. Wójcik,57,I. Wróblewska,9 / 10,0 zł
 29.09.2019,Warszawa,1800 m,IV, dż. A. Turgaev,58,I. Wróblewska,8 / 13,0 zł
 31.08.2019,Warszawa,1600 m,IV, st. u. K. Brygier,58½,I. Wróblewska,5 / 8,325 zł
 03.08.2019,Warszawa,2000 m,IV, pr. dż. K. Mazur ,57,I. Wróblewska,10 / 11,0 zł
 23.06.2019,Wrocław,2400 m,III, k. dż. K. Kamińska,57,I. Wróblewska,4 / 7,1 400 zł
 09.06.2019,Wrocław,1907 m,III, u. O. Ryzhak,57,I. Wróblewska,6 / 7,0 zł
 27.10.2018,Warszawa,1800 m,III, pr. dż. D. Pantchev,58,A. Laskowski,9 / 10,0 zł
 13.10.2018,Warszawa,2200 m,IV, st. u. K. Mazur ,61½,A. Laskowski,1 / 8,6 000 zł
 15.09.2018,Warszawa,2200 m,IV, st. u. K. Mazur ,58½,A. Laskowski,1 / 7,6 000 zł
 25.08.2018,Warszawa,1600 m,IV, st. u. K. Mazur ,56,A. Laskowski,3 / 8,1 200 zł
 05.08.2018,Wrocław,2800 m,płoty, pr. dż. A. Chopyk,62½,A. Laskowski,0 / 8,0 zł
 30.06.2018,Warszawa,1800 m,III, st. u. R. Kułaga,57,A. Laskowski,2 / 7,2 800 zł
 10.06.2018,Wrocław,2600 m,III, pr. dż. P. Stepakin,61,A. Laskowski,2 / 9,3 200 zł
 12.05.2018,Warszawa,1400 m,III, dż. W. Szymczuk,58,A. Laskowski,3 / 6,1 400 zł
 28.04.2018,Warszawa,2000 m,III, st. u. A. Gil,46½,A. Laskowski,7 / 8,0 zł
 19.11.2017,Warszawa,1000 m,II, dż. V. Popov,57,A. Laskowski,8 / 10,0 zł
 28.10.2017,Warszawa,1300 m,II, dż. S. Mazur,56,A. Laskowski,6 / 9,0 zł
 08.10.2017,Warszawa,1200 m,II, dż. S. Mazur,56½,A. Laskowski,7 / 9,0 zł
 19.11.2017,Warszawa,1000 m,II, dż. D. Petryakov,57,M. Mełnicki,9 / 10,0 zł
 04.11.2017,Warszawa,1200 m,II, dż. W. Szymczuk,56,M. Mełnicki,6 / 7,0 zł
 14.10.2017,Warszawa,1000 m,II, dż. V. Popov,56,M. Mełnicki,9 / 10,0 zł
 17.09.2017,Warszawa,1000 m,II, pr. dż. J. Wyrzyk,56½,T. Pastuszka,11 / 14,0 zł
 03.09.2017,Warszawa,1200 m,II, st. u. Y. Hamad,56,T. Pastuszka,9 / 11,0 zł
 26.08.2017,Warszawa,1000 m,II, st. u. Y. Hamad,56,T. Pastuszka,10 / 10,0 zł
 09.09.2018,Warszawa,1300 m,IV, k. dż. K. Kamińska,48½,P. Piątkowski,8 / 9,0 zł
 11.08.2018,Warszawa,1200 m,IV, u. A. Wieczorek,55,P. Piątkowski,8 / 9,0 zł
 30.06.2018,Warszawa,1200 m,III, k. dż. K. Grzybowski,58,P. Piątkowski,5 / 7,350 zł
 09.06.2018,Warszawa,1800 m,III, k. dż. K. Grzybowski,58,P. Piątkowski,14 / 14,0 zł
 12.05.2018,Warszawa,1400 m,III, k. dż. K. Grzybowski,58,P. Piątkowski,6 / 7,0 zł
 18.11.2017,Warszawa,1400 m,II, k. dż. K. Grzybowski,58,P. Piątkowski,7 / 8,0 zł
 22.10.2017,Warszawa,1600 m,II, dż. A. Reznikov,57½,P. Piątkowski,7 / 11,0 zł
 16.09.2017,Warszawa,1300 m,II, pr. dż. M. Szabla,57,P. Piątkowski,8 / 9,0 zł
 11.08.2018,Warszawa,1200 m,IV, dż. D. Petryakov,59,K. Rogowski,9 / 9,0 zł
 14.07.2018,Sopot,1300 m,IV, dż. D. Petryakov,59,K. Rogowski,6 / 6,0 zł
 30.06.2018,Warszawa,1200 m,III, dż. A. Reznikov,59,K. Rogowski,6 / 7,0 zł
 19.08.2017,Warszawa,1300 m,II, st. u. P. Stepakin,57,K. Rogowski,7 / 7,0 zł
 29.07.2017,Warszawa,1000 m,II, st. u. P. Stepakin,56,K. Rogowski,6 / 7,0 zł
 02.07.2017,Warszawa,1000 m,II, dż. A. Reznikov,56,K. Rogowski,6 / 7,0 zł
 01.10.2017,Warszawa,1600 m,II, st. u. P. Stepakin,57,K. Rogowski,11 / 11,0 zł
 10.09.2017,Warszawa,1200 m,II, st. u. P. Stepakin,57,K. Rogowski,7 / 7,0 zł
 27.08.2017,Warszawa,1400 m,II, st. u. P. Stepakin,57,K. Rogowski,7 / 7,0 zł
 24.09.2017,Warszawa,1300 m,II, u. S. Sawaed,57,K. Rogowski,13 / 13,0 zł
 17.09.2017,Warszawa,1000 m,II, u. S. Sawaed,57,K. Rogowski,14 / 14,0 zł
 02.07.2017,Warszawa,1200 m,, st. u. Y. Hamad,56,K. Rogowski,7 / 7,0 zł
 12.08.2017,Warszawa,1200 m,II, st. u. P. Stepakin,57,K. Rogowski,7 / 8,0 zł
 06.08.2017,Warszawa,1300 m,II, st. u. P. Stepakin,56,K. Rogowski,7 / 7,0 zł
 08.07.2017,Warszawa,1200 m,II, st. u. Y. Hamad,55,K. Rogowski,6 / 6,0 zł
 03.11.2019,Warszawa,1300 m,IV, k. dż. K. Kamińska,59,K. Rogowski,9 / 10,0 zł
 05.10.2019,Warszawa,1400 m,IV, dż. A. Kabardov,60,K. Rogowski,5 / 5,325 zł
 22.09.2019,Warszawa,1400 m,IV, dż. A. Kabardov,60,K. Rogowski,7 / 7,0 zł
 07.09.2019,Warszawa,1400 m,IV, st. u. A. Gil,60,K. Rogowski,10 / 11,0 zł
 04.08.2019,Warszawa,1300 m,III, dż. S. Mazur,57,K. Rogowski,10 / 10,0 zł
 09.06.2019,Warszawa,1400 m,III, st. u. K. Mazur ,57,K. Rogowski,8 / 12,0 zł
 05.05.2019,Wrocław,1600 m,III, k. dż. K. Maryniak ,59,K. Rogowski,8 / 11,0 zł
 28.10.2018,Warszawa,1300 m,III, k. dż. K. Kamińska,54,K. Rogowski,8 / 8,0 zł
 06.10.2018,Warszawa,1600 m,IV, dż. K. Grzybowski,61,K. Rogowski,7 / 8,0 zł
 16.09.2018,Warszawa,1400 m,IV, k. dż. K. Kamińska,58,K. Rogowski,3 / 6,1 200 zł
 02.09.2018,Warszawa,1400 m,II, k. dż. K. Kamińska,46,K. Rogowski,5 / 7,450 zł
 11.08.2018,Warszawa,2000 m,III, dż. D. Petryakov,56,K. Rogowski,6 / 6,0 zł
 22.07.2018,Sopot,1400 m,III, dż. A. Kabardov,55,K. Rogowski,2 / 7,2 800 zł
 07.07.2018,Warszawa,1300 m,IV, k. dż. K. Grzybowski,58,K. Rogowski,5 / 7,300 zł
 17.06.2018,Warszawa,1600 m,III, dż. D. Petryakov,59,K. Rogowski,7 / 7,0 zł
 20.05.2018,Warszawa,1600 m,III, dż. S. Mazur,59,K. Rogowski,4 / 6,700 zł
 22.04.2018,Warszawa,1400 m,III, dż. A. Reznikov,59,K. Rogowski,7 / 7,0 zł
 01.10.2017,Warszawa,1600 m,II, dż. A. Kabardov,57,K. Rogowski,10 / 11,0 zł
 17.09.2017,Warszawa,1000 m,II, k. dż. P. Nakoniechnyi,57,K. Rogowski,13 / 14,0 zł
 27.08.2017,Warszawa,1400 m,II, dż. M. Abik ,57,K. Rogowski,6 / 7,0 zł
 22.09.2018,Warszawa,1600 m,IV, k. dż. K. Kamińska,58,K. Rogowski,9 / 9,0 zł
 22.07.2018,Sopot,1400 m,III, dż. D. Petryakov,55½,K. Rogowski,5 / 7,350 zł
 15.07.2018,Sopot,1600 m,IV, dż. A. Turgaev,59,K. Rogowski,5 / 7,300 zł
 24.06.2018,Warszawa,1200 m,II, dż. A. Kabardov,55,K. Rogowski,5 / 5,450 zł
 17.06.2018,Warszawa,1400 m,III, dż. D. Petryakov,59,K. Rogowski,7 / 7,0 zł
 17.09.2017,Warszawa,1200 m,I, dż. A. Turgaev,57,K. Rogowski,7 / 7,0 zł
 03.09.2017,Warszawa,1200 m,II, pr. dż. K. Kamińska,57,K. Rogowski,11 / 11,0 zł
 02.07.2017,Warszawa,1200 m,, dż. A. Kabardov,56,K. Rogowski,6 / 7,0 zł
 03.11.2019,Warszawa,2000 m,II, k. dż. K. Kamińska,56,W. Szymczuk,5 / 6,375 zł
 20.10.2019,Warszawa,1800 m,IV, dż. M. Abik ,54,W. Szymczuk,12 / 13,0 zł
 13.10.2019,Wrocław,1907 m,IV, st. u. A. Gil,60,W. Szymczuk,4 / 7,1 000 zł
 28.09.2019,Warszawa,1600 m,II, k. dż. K. Kamińska,55,W. Szymczuk,7 / 7,0 zł
 31.08.2019,Warszawa,1600 m,IV, dż. W. Szymczuk,56½,W. Szymczuk,7 / 8,0 zł
 11.08.2019,Warszawa,2200 m,III, k. dż. K. Kamińska,46,W. Szymczuk,7 / 7,0 zł
 28.07.2019,Warszawa,1800 m,III, dż. W. Szymczuk,56,W. Szymczuk,6 / 6,0 zł
 22.06.2019,Warszawa,1600 m,III, k. dż. K. Kamińska,51½,W. Szymczuk,5 / 7,375 zł
 25.05.2019,Warszawa,1800 m,III, dż. W. Szymczuk,60,W. Szymczuk,12 / 12,0 zł
 04.05.2019,Warszawa,1400 m,III, k. dż. K. Kamińska,59,W. Szymczuk,9 / 10,0 zł
 17.11.2018,Warszawa,1800 m,IV, dż. M. Srnec,62,E. Zahariev,8 / 8,0 zł
 28.10.2018,Warszawa,1800 m,IV, dż. A. Turgaev,60½,E. Zahariev,8 / 8,0 zł
 06.10.2018,Warszawa,1600 m,IV, dż. M. Srnec,57,M. Boruta,1 / 8,6 000 zł
 02.09.2018,Warszawa,1200 m,IV, pr. dż. H. Mammadov,57,M. Boruta,6 / 10,0 zł
 05.08.2018,Warszawa,2200 m,IV, pr. dż. H. Mammadov,57,M. Boruta,11 / 11,0 zł
 29.07.2018,Warszawa,1800 m,IV, k. dż. I. Wójcik,58,M. Boruta,13 / 13,0 zł
 08.07.2018,Warszawa,1600 m,IV, pr. dż. H. Mammadov,54½,M. Boruta,3 / 6,1 200 zł
 30.06.2018,Warszawa,1800 m,III, u. O. Szarłat,57,M. Boruta,5 / 7,350 zł
 09.06.2018,Warszawa,1800 m,III, pr. dż. H. Mammadov,57,M. Boruta,9 / 14,0 zł
 26.05.2018,Warszawa,1800 m,III, st. u. H. Mammadov,56,M. Boruta,6 / 7,0 zł
 12.05.2018,Warszawa,1400 m,III, u. M. Sommer ,55,M. Boruta,7 / 7,0 zł
 18.11.2017,Warszawa,1400 m,II, dż. A. Kabardov,58,M. Boruta,8 / 8,0 zł
 12.11.2017,Warszawa,1400 m,II, dż. M. Srnec,58,M. Boruta,7 / 8,0 zł
 28.10.2017,Warszawa,1300 m,II, dż. M. Srnec,57,M. Boruta,9 / 9,0 zł
 19.11.2017,Warszawa,1000 m,II, dż. M. Abik ,58,A. Wyrzyk,10 / 10,0 zł
 04.11.2017,Warszawa,1200 m,II, st. u. P. Stepakin,57,A. Wyrzyk,7 / 7,0 zł
 08.10.2017,Warszawa,1200 m,II, dż. M. Abik ,57,A. Wyrzyk,8 / 9,0 zł
 04.11.2017,Warszawa,1000 m,II, dż. S. Mazur,57,E. Zahariev,7 / 7,0 zł
 28.10.2017,Warszawa,1300 m,II, dż. A. Kabardov,56,E. Zahariev,8 / 9,0 zł
 15.10.2017,Warszawa,1300 m,II, dż. D. Petryakov,56,E. Zahariev,7 / 9,0 zł
 22.10.2017,Warszawa,1600 m,II, dż. M. Srnec,57,K. Ziemiański,8 / 11,0 zł
 17.09.2017,Warszawa,1000 m,II, dż. M. Srnec,57,K. Ziemiański,10 / 14,0 zł
 27.08.2017,Warszawa,1300 m,, dż. V. Popov,57,K. Ziemiański,9 / 9,0 zł
 12.08.2017,Warszawa,2200 m,IV, st. u. Y. Hamad,60,T. Pastuszka,6 / 6,0 zł
 18.06.2017,Warszawa,1200 m,III, st. u. Y. Hamad,54½,T. Pastuszka,6 / 6,0 zł
 18.09.2016,Rosienie,1200 m,, dż. P. Peprna,65,T. Pastuszka,4 / 8,0 zł*
 16.07.2016,Rosienie,1400 m,, R. Benš,68,T. Pastuszka,2 / 6,640 zł*
 09.07.2016,Sopot,1400 m,IV, pr. dż. A. Kardanov,58,T. Pastuszka,7 / 7,0 zł
 26.06.2016,Rosienie,1400 m,, u. T. Pastuszka,66,T. Pastuszka,2 / 6,768 zł*
 08.05.2016,Warszawa,1800 m,III, k. dż. M. Abik ,55½,T. Pastuszka,6 / 7,0 zł
 25.10.2015,Wrocław,4000 m,steeple, u. T. Pastuszka,65,T. Pastuszka,5 / 6,1 500 zł
 18.10.2015,Wrocław,3200 m,płoty, u. T. Pastuszka,66,T. Pastuszka,7 / 8,0 zł
 18.07.2015,Sopot,2000 m,IV, u. M. Nikonorow,58,T. Pastuszka,6 / 7,0 zł
 12.07.2015,Sopot,1200 m,III, dż. W. Szymczuk,57,T. Pastuszka,6 / 6,0 zł
 23.05.2015,Warszawa,1300 m,III, pr. dż. B. Giedyk,58,T. Pastuszka,5 / 7,350 zł
 26.04.2015,Wrocław,3600 m,steeple, u. T. Pastuszka,66,M. Rogowska,4 / 5,1 950 zł
 25.10.2014,Wrocław,4000 m,steeple, u. P. Pałczyński,67,M. Rogowska,4 / 5,1 200 zł
 07.09.2014,Wrocław,3600 m,steeple, dż. P. Kašný ,65,M. Rogowska,0 / 10,0 zł
 15.08.2014,Kraków,1600 m,IV, u. C. Pawlak,58,M. Rogowska,5 / 7,160 zł
 20.07.2014,Sopot,2800 m,płoty, am. dż. P. Peprna,65,M. Rogowska,5 / 7,400 zł
 15.06.2014,Warszawa,1300 m,III, k. dż. A. Kabardov,59,M. Rogowska,6 / 7,0 zł
 08.06.2014,Warszawa,1400 m,II, k. dż. A. Kabardov,53,M. Rogowska,6 / 5,0 zł
 20.10.2013,Wrocław,3200 m,płoty, pr. dż. D. Pastuszka,66,K. Rogowski,8 / 11,0 zł
 21.09.2013,Warszawa,1300 m,III, dż. S. Mazur,55,K. Rogowski,8 / 8,0 zł
 07.09.2013,Wrocław,2800 m,płoty, pr. dż. D. Pastuszka,65,K. Rogowski,2 / 7,2 400 zł
 11.08.2013,Wrocław,2800 m,płoty, dż. Z. Lica,65,K. Rogowski,3 / 10,1 200 zł
 14.07.2013,Sopot,1600 m,IV, k. dż. S. Mazur,58,K. Rogowski,1 / 7,5 800 zł
 22.06.2013,Warszawa,1600 m,II, k. dż. A. Kabardov,55,K. Rogowski,4 / 5,860 zł
 15.06.2013,Warszawa,1600 m,III, u. M. Hudačekova,58,K. Rogowski,3 / 9,1 320 zł
 26.05.2013,Wrocław,1400 m,III, u. M. Hudačekova,55,K. Rogowski,2 / 6,1 600 zł
 05.05.2013,Warszawa,1300 m,II, dż. A. Turgaev,55,K. Rogowski,2 / 6,2 580 zł
 28.04.2013,Warszawa,1600 m,III, dż. A. Reznikov,59,K. Rogowski,4 / 6,660 zł
 15.04.2013,Treviso,3000 m,płoty, pr. dż. D. Pastuszka,66,K. Rogowski,6 / 8,0 zł*
 29.07.2017,Warszawa,1600 m,III, dż. J. Šafař,60,M. Borkowski,6 / 9,0 zł
 01.07.2017,Hamburg,1600 m,, am. dż. A. Kaleta,52½,M. Borkowski,4 / 10,2 646 zł*
 09.06.2017,Hoppegarten,1600 m,, am. dż. S. Mazur,54,M. Borkowski,5 / 8,1 654 zł*
 20.05.2017,Warszawa,1400 m,II, dż. V. Popov,62,M. Borkowski,6 / 11,0 zł
 06.05.2017,Drezno,1500 m,, M. Seidl,55,M. Borkowski,6 / 9,0 zł*
 02.04.2017,Hoppegarten,2200 m,, dż. B. Murzabayev,55,M. Borkowski,7 / 8,0 zł*
 16.10.2016,Wrocław,2400 m,L A, dż. B. Ganbat ,57,M. Borkowski,5 / 7,2 500 zł
 17.09.2016,Hoppegarten,1800 m,, N. Sechi,58½,M. Borkowski,2 / 12,3 326 zł*
 28.08.2016,Warszawa,2200 m,L A, dż. S. Mazur,55,M. Borkowski,4 / 6,3 000 zł
 31.07.2016,Warszawa,2400 m,L A, dż. W. Szymczuk,59,M. Borkowski,7 / 11,0 zł
 03.07.2016,Warszawa,2000 m,I, dż. W. Szymczuk,59,M. Borkowski,1 / 8,10 600 zł
 12.06.2016,Warszawa,2200 m,, dż. W. Szymczuk,56,M. Borkowski,4 / 11,2 300 zł
 21.05.2016,Warszawa,1600 m,A, pr. dż. K. Grzybowski,59,M. Borkowski,5 / 11,1 750 zł
 30.04.2016,Warszawa,1600 m,II, pr. dż. K. Grzybowski,57,M. Borkowski,1 / 7,9 000 zł
 18.10.2015,Wrocław,1400 m,II, dż. A. Turgaev,56,M. Borkowski,1 / 5,7 000 zł
 27.09.2015,Warszawa,1400 m,II, dż. P. Krowicki,56,M. Borkowski,3 / 8,1 800 zł
 21.05.2017,Wrocław,3600 m,płoty, st. u. J. Mach,61,M. Kryszyłowicz,9 / 9,0 zł
 30.04.2017,Wrocław,3000 m,płoty, st. u. R. Man,64,M. Kryszyłowicz,7 / 8,0 zł
 23.10.2016,Wrocław,1600 m,IV, u. J. Grzybowska,55,M. Kryszyłowicz,3 / 9,1 600 zł
 25.09.2016,Wrocław,1400 m,IV, dż. D. Andres,59,M. Kryszyłowicz,3 / 8,1 600 zł
 19.06.2016,Wrocław,1400 m,III, dż. M. Kryszyłowicz,58,M. Kryszyłowicz,5 / 8,1 000 zł
 29.05.2016,Wrocław,1907 m,III, dż. M. Kryszyłowicz,57,M. Kryszyłowicz,8 / 10,0 zł
